baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Zo_SA_chr01A_295-Zo_SB_chr01B_353	17923.0799932476	1.86741726642938	0.0407886878346623	45.7827247103165	0	0
Zo_SA_chr02A_1484-Zo_SB_chr02B_1473	2594.70479849574	2.30844339445809	0.0742112988358337	31.1063602264219	1.97581696259744e-212	4.87922799395115e-210
Zo_SA_chr01A_163-Zo_SB_chr01B_227	1721.16839154124	2.342448720845	0.0792290117962384	29.5655425675298	4.14599377596336e-192	7.4819241526231e-190
Zo_SA_chr02A_2877-Zo_SB_chr02B_2834	2781.17699596743	1.7545399561803	0.0711308867146826	24.6663585569802	2.4569277492571e-134	3.11564999986873e-132
Zo_SA_chr02A_528-Zo_SB_chr02B_511	3487.47490984021	1.54470093456454	0.0667914872738565	23.1272127274394	2.4654995029636e-118	2.75431515902505e-116
Zo_SA_chr02A_2253-Zo_SB_chr02B_2225	4447.72714706839	1.21923826227322	0.0537830551223181	22.6695612493624	8.94814300673025e-114	9.32993044168407e-112
Zo_SA_chr01A_3043-Zo_SB_chr01B_3045	7157.49307828845	1.10875205669762	0.0499467132830955	22.1986990497907	3.53534625797995e-109	3.60605318313955e-107
Zo_SA_chr02A_2409-Zo_SB_chr02B_2375	1805.76836973266	1.6226790039483	0.0742105674552749	21.8658751656394	5.49024125955218e-106	5.36671083121226e-104
Zo_SA_chr01A_3437-Zo_SB_chr01B_3452	962.883036512253	2.19911776143079	0.10155862840684	21.6536772495706	5.61191678534907e-104	5.26622271137157e-102
Zo_SA_chr01A_184-Zo_SB_chr01B_250	12890.6320145969	1.13807206643035	0.0538024057789779	21.1528099896795	2.59984619990672e-99	2.1400839245548e-97
Zo_SA_chr01A_312-Zo_SB_chr01B_370	3010.74826757436	1.50018002293341	0.0723444400853947	20.7366318843937	1.61870680819755e-95	1.22499720973702e-93
Zo_SA_chr01A_408-Zo_SB_chr01B_459	17148.6342349042	2.56619078304262	0.12466296586958	20.5850291234634	3.73812876819677e-94	2.6983538739045e-92
Zo_SA_chr02A_3163-Zo_SB_chr02B_3166	1941.42870748067	1.48397811809555	0.0722366095866831	20.543296904249	8.83563694449288e-94	6.18758336471053e-92
Zo_SA_chr01A_3645-Zo_SB_chr01B_3638	1814.61026360364	1.63210119258289	0.0812272595702078	20.09302297306	8.49303595096686e-90	5.53462842804674e-88
Zo_SA_chr01A_3385-Zo_SB_chr01B_3401	4375.57584671689	1.31401070584031	0.0655469593485725	20.0468598223226	2.14994443660909e-89	1.38185469816025e-87
Zo_SA_chr02A_1481-Zo_SB_chr02B_1471	1968.0251630358	1.48859831100805	0.074351697426206	20.0210400372564	3.61104331548699e-89	2.28959665354932e-87
Zo_SA_chr02A_1768-Zo_SB_chr02B_1739	1740.31973534615	1.48017216738392	0.0760491092934942	19.4633728275703	2.24511917765075e-84	1.35052553609453e-82
Zo_SA_chr02A_1350-Zo_SB_chr02B_1339	658.084225115344	2.39619240892936	0.127054611522195	18.859546931996	2.45312935191962e-79	1.3383817347915e-77
Zo_SA_chr02A_235-Zo_SB_chr02B_221	959.622800309673	2.08017300858351	0.110514485110712	18.822627698981	4.92789346861417e-79	2.65766392583192e-77
Zo_SA_chr02A_1044-Zo_SB_chr02B_1025	1008.7670075263	1.92131873784913	0.102752282014877	18.6985505350718	5.08687597124391e-78	2.71222977921323e-76
Zo_SA_chr01A_2760-Zo_SB_chr01B_2749	1159.80203138469	1.79238959519408	0.0968647617232657	18.5040417516825	1.91555312371202e-76	9.76932093093131e-75
Zo_SA_chr01A_2069-Zo_SB_chr01B_2093	1810.06832979987	1.80134706643282	0.0982540046149614	18.3335740206412	4.46574071323064e-75	2.25303821790088e-73
Zo_SA_chr01A_1666-Zo_SB_chr01B_1689	864.731796015333	2.67750535467525	0.146119220388373	18.3241147027657	5.31390261138291e-75	2.65242883538389e-73
Zo_SA_chr01A_1645-Zo_SB_chr01B_1662	1608.75894853497	1.7453190213164	0.0955128133708715	18.2731401130382	1.35428787617685e-74	6.61908199481437e-73
Zo_SA_chr01A_369-Zo_SB_chr01B_423	535.422304262848	2.71748420813032	0.149304647783757	18.2009351247133	5.07342761969922e-74	2.40449721127563e-72
Zo_SA_chr01A_3848-Zo_SB_chr01B_3837	786.058511346661	1.96156077392818	0.110985935609542	17.673958084465	6.65587279149526e-70	2.9461655790279e-68
Zo_SA_chr01A_1406-Zo_SB_chr01B_1434	1027.39329807351	2.21398749415382	0.125365875053261	17.6602085153812	8.49253654472476e-70	3.72401695961202e-68
Zo_SA_chr02A_386-Zo_SB_chr02B_378	523.542159823051	2.53763073402324	0.144638567955679	17.5446339789595	6.53726216054612e-69	2.84007722752615e-67
Zo_SA_chr01A_769-Zo_SB_chr01B_815	2462.87326298658	1.21280645348673	0.0693919676177382	17.4776201788622	2.12171111478909e-68	9.05006231871858e-67
Zo_SA_chr01A_167-Zo_SB_chr01B_232	797.333001835373	1.90156806431974	0.109869443146801	17.3075243657965	4.12785448515858e-67	1.74485524724e-65
Zo_SA_chr02A_20-Zo_SB_chr02B_22	3101.92825723562	1.29104726966182	0.0775704676714817	16.6435411364222	3.37081115874091e-62	1.30709470717457e-60
Zo_SA_chr01A_1428-Zo_SB_chr01B_1458	484.954442484951	2.69693096431598	0.165464066890258	16.2991942299151	1.00001781360092e-59	3.72387585826628e-58
Zo_SA_chr01A_2284-Zo_SB_chr01B_2299	574.436862976198	2.22336472849202	0.136519787863319	16.2860253688499	1.24032720789633e-59	4.58237422003905e-58
Zo_SA_chr02A_1377-Zo_SB_chr02B_1359	353.979979802673	2.60942057220542	0.164454111251376	15.8671653286721	1.06963870481374e-56	3.92089437733288e-55
