baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Zo_SA_chr01A_3975-Zo_SB_chr01B_3954	10029.9959269491	-2.13129330692067	0.0487723242539305	-43.6988259125034	0	0
Zo_SA_chr01A_4084-Zo_SB_chr01B_4105	5204.71277809599	-2.02492821534491	0.0529266116587472	-38.2591696668767	0	0
Zo_SA_chr01A_336-Zo_SB_chr01B_396	3901.13080089397	-2.15535132941049	0.0601180406584174	-35.8519889504866	1.71238716307102e-281	6.18040043779173e-279
Zo_SA_chr01A_386-Zo_SB_chr01B_444	2485.40265653245	-2.31765850058243	0.0701281307653781	-33.0489131150013	1.61254661933741e-239	4.45062866937124e-237
Zo_SA_chr02A_238-Zo_SB_chr02B_228	4683.48620765185	-1.80940487815803	0.0577193255902353	-31.3483371410725	1.02501439061215e-215	2.67187084486233e-213
Zo_SA_chr02A_433-Zo_SB_chr02B_422	4986.41775234587	-2.80547720133994	0.0903410116149727	-31.0543035902309	9.98007846097908e-212	2.34132640694569e-209
Zo_SA_chr01A_1389-Zo_SB_chr01B_1415	1910.5978378776	-2.45667445149318	0.0800106491474541	-30.704343455153	4.98038573600336e-207	1.11276047015846e-204
Zo_SA_chr01A_3689-Zo_SB_chr01B_3680	3042.98566633547	-2.04767608133147	0.0724762025224125	-28.253081840184	1.30451559730538e-175	2.1106162698472e-173
Zo_SA_chr02A_3626-Zo_SB_chr02B_3644	4981.77326331838	-1.60502950724157	0.0590974841738369	-27.1590158139445	1.98151854841058e-162	2.99912420294917e-160
Zo_SA_chr02A_3248-Zo_SB_chr02B_3245	1258.36858424605	-2.32121834583506	0.0907932114010928	-25.5659901221108	3.64643320607252e-144	4.88830417225493e-142
Zo_SA_chr02A_3583-Zo_SB_chr02B_3604	4268.73809902906	-1.41948101484041	0.057858633989509	-24.5336074663947	6.47131853942875e-133	7.9903754176315e-131
Zo_SA_chr02A_909-Zo_SB_chr02B_874	2770.73767504384	-1.57380063429826	0.0662200928937933	-23.7662100055099	7.47040165887556e-125	8.98746784190876e-123
Zo_SA_chr01A_1576-Zo_SB_chr01B_1594	4551.9382909612	-1.13717076256752	0.0519463002227937	-21.8912753687998	3.14588667331884e-106	3.14053197259829e-104
Zo_SA_chr01A_324-Zo_SB_chr01B_384	789.94391155574	-2.62281589899606	0.121106061097659	-21.6571811123561	5.20101377789904e-104	4.98023605018415e-102
