baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Zo_SA_chr01A_2-Zo_SB_chr01B_48	441.420680707992	1.04361630294828	0.260254705067338	4.00998054071014	6.07237520530678e-05	0.000411314574975233
Zo_SA_chr01A_5-Zo_SB_chr01B_51	9.43075681960601	6.71370053676251	0.557233335316079	12.0482751322735	1.98050976605859e-33	8.93579152075924e-32
Zo_SA_chr01A_23-Zo_SB_chr01B_70	35.2036458855142	7.22658352731618	0.500268091153852	14.4454216751028	2.67912609524874e-47	1.9018223108139e-45
Zo_SA_chr01A_24-Zo_SB_chr01B_71	172.3525103612	1.3958916509161	0.524010285097075	2.66386307791173	0.00772489982712216	0.030577967791523
Zo_SA_chr01A_28-Zo_SB_chr01B_75	3.73824768326841	2.92908591569458	1.12881801050724	2.59482563923514	0.0094638915779238	0.0361559551381181
Zo_SA_chr01A_29-Zo_SB_chr01B_76	982.035451510492	0.797140406974155	0.270374653821048	2.94828082332657	0.00319546641682246	0.0142723684590292
Zo_SA_chr01A_32-Zo_SB_chr01B_79	601.177499230816	1.06635181064008	0.367733403215719	2.89979588831245	0.0037340572829445	0.0163892176211018
Zo_SA_chr01A_33-Zo_SB_chr01B_81	127.752502642786	5.91962038109159	0.521469826882992	11.3517984664141	7.26527366616957e-30	3.0698664284672e-28
Zo_SA_chr01A_36-Zo_SB_chr01B_87	110.462870399946	8.62399741159636	0.624721035697781	13.8045574245212	2.39237263749252e-43	1.51630856214407e-41
Zo_SA_chr01A_38-Zo_SB_chr01B_88	219.951848821224	3.75112962986667	0.338320452380783	11.087504770905	1.44255532222e-28	5.77455980112729e-27
Zo_SA_chr01A_50-Zo_SB_chr01B_105	165.548625508248	1.79413855604791	0.486719928125315	3.68618265325265	0.000227642995982271	0.00137411713221044
Zo_SA_chr01A_53-Zo_SB_chr01B_109	146.562587023984	0.752918815065004	0.221832537247499	3.39408647805787	0.000688579449463875	0.00369183986802182
Zo_SA_chr01A_66-Zo_SB_chr01B_118	373.636550947531	0.395819089159488	0.153067882041695	2.58590557261168	0.00971235342130998	0.0368820040050316
Zo_SA_chr01A_75-Zo_SB_chr01B_133	79.3475643673193	1.24216747971739	0.452880837190096	2.74281307070627	0.00609153513703711	0.0249088579643514
Zo_SA_chr01A_77-Zo_SB_chr01B_140	73.4776400208393	2.60674947123493	0.350836113195657	7.43010589044231	1.08510776425338e-13	1.99900129303978e-12
Zo_SA_chr01A_90-Zo_SB_chr01B_156	566.832349092893	1.09236618379479	0.119225518472769	9.16218438625858	5.08572488106904e-20	1.36749491246523e-18
Zo_SA_chr01A_115-Zo_SB_chr01B_181	829.645108105058	0.763620728853182	0.123456274904829	6.18535371686738	6.19633717190081e-10	8.39422369038165e-09
Zo_SA_chr01A_116-Zo_SB_chr01B_182	274.585843144039	2.47189767092549	0.42965930991112	5.75315747594722	8.75918208724067e-09	1.04560281238721e-07
Zo_SA_chr01A_156-Zo_SB_chr01B_222	3.18652653678767	5.14943117647226	1.97410236424746	2.60849248232132	0.00909420092864392	0.0350343891057165
Zo_SA_chr01A_157-Zo_SB_chr01B_223	25.8742101746023	1.851831224938	0.657380072055265	2.81698716413527	0.00484764630071416	0.0205157940421321
Zo_SA_chr01A_167-Zo_SB_chr01B_232	1018.25942747047	0.88920773798601	0.347787807044866	2.55675362958109	0.0105654017711092	0.039501544262209
Zo_SA_chr01A_168-Zo_SB_chr01B_233	12.2829115868392	1.32052367167431	0.518214896677879	2.54821634835238	0.0108275299104192	0.040368185744448
Zo_SA_chr01A_273-Zo_SB_chr01B_327	3.26310686577409	2.9379605636553	0.930819270290633	3.15631686776098	0.00159775183832978	0.00783280919637915
Zo_SA_chr01A_295-Zo_SB_chr01B_353	13445.0076787658	1.45839518416029	0.248612436539655	5.86613929881851	4.46059094512226e-09	5.49726532218308e-08
Zo_SA_chr01A_316-Zo_SB_chr01B_375	0.943485904626609	3.40423382814961	1.306862886383	2.60488981944502	0.0091903808811474	0.0353537484185179
Zo_SA_chr01A_318-Zo_SB_chr01B_377	183.268414742074	0.895491925552409	0.190669237629193	4.69657264426645	2.64563170778985e-06	2.27918174955877e-05
Zo_SA_chr01A_364-Zo_SB_chr01B_418	2.25789396685328	4.35241138203492	1.56663435901264	2.77819221632416	0.00546622717211814	0.0227716693774311
Zo_SA_chr01A_365-Zo_SB_chr01B_419	3.68677723182134	3.19682565646656	0.802670839080979	3.98273551350984	6.8126558464839e-05	0.000456808308900255
Zo_SA_chr01A_369-Zo_SB_chr01B_423	191.50952074745	3.04769187035212	0.363909103773607	8.37487119379168	5.52843039481684e-17	1.25248354987255e-15
Zo_SA_chr01A_370-Zo_SB_chr01B_425	13.9356652908657	7.27699715192718	0.772866760176659	9.41559079376609	4.70429295942769e-21	1.35381922789152e-19
Zo_SA_chr01A_375-Zo_SB_chr01B_430	53.688283368752	3.43546019626677	0.612673304800609	5.60732803167394	2.0547400259575e-08	2.35256685982747e-07
Zo_SA_chr01A_378-Zo_SB_chr01B_435	29.2399259512716	2.21024096287848	0.497684579202977	4.44104771423316	8.95219403597081e-06	7.0505149478563e-05
Zo_SA_chr01A_403-Zo_SB_chr01B_453	87.0763293518194	0.748023435846401	0.23167058738135	3.22882349590235	0.00124300586034081	0.0062481556407166
Zo_SA_chr01A_405-Zo_SB_chr01B_456	225.003146231338	0.634665567464722	0.206126547365173	3.07900935409524	0.00207690160545109	0.00988152291994782
Zo_SA_chr01A_410-Zo_SB_chr01B_461	289.040921428307	0.886078575483394	0.121173076885396	7.31250371995946	2.62210017422219e-13	4.70035734934644e-12
Zo_SA_chr01A_413-Zo_SB_chr01B_465	560.251350905894	0.503422371624044	0.140323309204955	3.58758907893733	0.000333749727126305	0.00192511760262237
Zo_SA_chr01A_414-Zo_SB_chr01B_466	245.961263876387	0.935909048524601	0.315300936039556	2.96830405986231	0.00299447951254134	0.0134310100461416
Zo_SA_chr01A_421-Zo_SB_chr01B_472	563.245788535403	0.376151792768027	0.116638111788053	3.22494754931856	0.00125995750133523	0.00631639711592164
Zo_SA_chr01A_440-Zo_SB_chr01B_493	309.989118795163	0.432951972723312	0.171793954383053	2.52018165760333	0.0117294283156202	0.0432162466106312
Zo_SA_chr01A_446-Zo_SB_chr01B_502	791.890675715401	1.31406690935947	0.187278625690017	7.01664113839934	2.27265323416008e-12	3.82898918312288e-11
Zo_SA_chr01A_449-Zo_SB_chr01B_505	234.822126995718	0.93093818634624	0.152315662191841	6.11190059479063	9.84515051918585e-10	1.3038701831877e-08
Zo_SA_chr01A_450-Zo_SB_chr01B_507	39.1541024927849	7.26577187051607	0.437500886442396	16.6074449119379	6.1559965078615e-62	6.82802612663638e-60
Zo_SA_chr01A_457-Zo_SB_chr01B_513	99.047545314868	5.8550805945456	0.454272583958682	12.8889147205902	5.19700053486846e-38	2.61026706109808e-36
Zo_SA_chr01A_465-Zo_SB_chr01B_521	5.99343982200312	2.31269937731723	0.817989241469549	2.82729803776194	0.00469426156505478	0.0199937988578813
Zo_SA_chr01A_472-Zo_SB_chr01B_533	264.300277554992	2.3377477855192	0.600304933223813	3.89426715680115	9.84960502631095e-05	0.000641851862424473
Zo_SA_chr01A_507-Zo_SB_chr01B_564	1.56913677979454	3.97955091328005	1.17668036779697	3.38201522026812	0.000719561576984957	0.00380431562648253
Zo_SA_chr01A_524-Zo_SB_chr01B_581	296.435599264351	0.687919048917907	0.184570670288866	3.72713090244113	0.000193671883124993	0.00119065716600169
Zo_SA_chr01A_534-Zo_SB_chr01B_590	368.616867834242	1.26160744621389	0.333922647027036	3.77814280476683	0.000158002272119774	0.00098732875207239
Zo_SA_chr01A_537-Zo_SB_chr01B_592	245.727384292813	1.90090937540692	0.234300372064486	8.11312999060769	4.93322480935075e-16	1.05479875040094e-14
Zo_SA_chr01A_539-Zo_SB_chr01B_594	43.1635831738973	1.43857640458632	0.42119573919365	3.4154581129913	0.000636748218589179	0.00344167260484141
Zo_SA_chr01A_549-Zo_SB_chr01B_601	31.6724784709273	1.40754255144705	0.386287219535146	3.64377199209663	0.000268671447407929	0.00159288060801761
Zo_SA_chr01A_550-Zo_SB_chr01B_602	223.670082335902	1.02037462941871	0.303135741745346	3.36606506228452	0.000762487216036507	0.0039994895942644
Zo_SA_chr01A_557-Zo_SB_chr01B_610	159.292371028413	0.449114850661271	0.17005772572749	2.64095529173992	0.00826726281708744	0.0324833263750358
Zo_SA_chr01A_559-Zo_SB_chr01B_612	250.909787620224	0.735879758724284	0.135612757298275	5.42633136723076	5.75241211304193e-08	6.19956317608e-07
Zo_SA_chr01A_577-Zo_SB_chr01B_628	1539.74933580359	0.667921050743042	0.193723950453815	3.4477980093756	0.000565176533948815	0.00311168548784229
Zo_SA_chr01A_587-Zo_SB_chr01B_637	469.349991628967	0.601429661595948	0.132786766279626	4.52928916372166	5.91824570874526e-06	4.82522820112707e-05
Zo_SA_chr01A_593-Zo_SB_chr01B_642	449.100108104919	0.949525476007122	0.150893427000296	6.29268944899276	3.12012167803e-10	4.34856749053186e-09
Zo_SA_chr01A_602-Zo_SB_chr01B_652	138.041877492936	0.896433680936203	0.285018041831856	3.14518223188498	0.00165983403617388	0.00812220258142438
Zo_SA_chr01A_613-Zo_SB_chr01B_661	156.343097345585	0.977367900110951	0.236512025914013	4.13242369530202	3.58957950288515e-05	0.00025278996393334
Zo_SA_chr01A_616-Zo_SB_chr01B_664	805.438380414634	0.880741978330263	0.296795572435753	2.9675037639617	0.00300228606605985	0.0134546894071571
Zo_SA_chr01A_645-Zo_SB_chr01B_693	17.2895400634835	3.10456294385716	1.00948924786793	3.07537990168205	0.00210234578390479	0.00996982333729248
Zo_SA_chr01A_659-Zo_SB_chr01B_710	31.170463266695	0.704806480623363	0.229359840177463	3.07292889669801	0.00211968986922506	0.0100327034527657
Zo_SA_chr01A_660-Zo_SB_chr01B_711	180.716847487075	1.8310731332079	0.376352475568937	4.86531443812039	1.1427498241827e-06	1.04716007985347e-05
Zo_SA_chr01A_693-Zo_SB_chr01B_737	45.3978514171927	2.73315856974458	0.660468835125868	4.13820974493629	3.50026318799099e-05	0.00024682650613065
Zo_SA_chr01A_702-Zo_SB_chr01B_747	1364.82058770068	13.7577075724152	0.908562283147228	15.1422833938901	8.52032499019797e-52	6.67091327173735e-50
Zo_SA_chr01A_718-Zo_SB_chr01B_761	4.00014862186024	2.96789923774754	0.875152651368752	3.39129320251238	0.000695636379408496	0.00371844185137634
Zo_SA_chr01A_724-Zo_SB_chr01B_765	292.325164158268	1.18543127581016	0.383371501885994	3.09212153219121	0.00198731468456406	0.0095003922418324
Zo_SA_chr01A_726-Zo_SB_chr01B_767	83.213566970496	1.36162492458378	0.477407637931733	2.8521222041665	0.00434284014252254	0.0187065379601861
Zo_SA_chr01A_756-Zo_SB_chr01B_801	825.409970673997	0.602336236240444	0.235550314066907	2.55714469592833	0.0105535308547671	0.03948488986
Zo_SA_chr01A_778-Zo_SB_chr01B_819	191.459282228719	0.751808263447492	0.296764985810762	2.53334557442331	0.0112979509169367	0.0418582398620536
Zo_SA_chr01A_785-Zo_SB_chr01B_829	14.5775790287251	3.82758825993138	0.669308747519633	5.71871841525439	1.07330488971376e-08	1.26983894063023e-07
Zo_SA_chr01A_800-Zo_SB_chr01B_844	187.436403132884	1.24630360535403	0.480979624857746	2.59117754878418	0.00956481301198391	0.0364256541314752
Zo_SA_chr01A_815-Zo_SB_chr01B_862	245.695074728487	0.758979423891609	0.262281091842413	2.89376339926032	0.00380654873737981	0.0166661722679359
Zo_SA_chr01A_816-Zo_SB_chr01B_863	6.59559819224691	1.72046891556039	0.435525583313724	3.95032802084803	7.80441595419761e-05	0.000520033924157048
Zo_SA_chr01A_831-Zo_SB_chr01B_880	144.314407998781	1.34223461496319	0.431880010778586	3.10788779629656	0.00188429592378886	0.00909518721509692
Zo_SA_chr01A_838-Zo_SB_chr01B_888	1019.15580399994	0.830408932672749	0.309595397363268	2.68223927017357	0.00731311332106236	0.0291429755399222
Zo_SA_chr01A_848-Zo_SB_chr01B_897	3.11593552325838	4.66785203020601	0.904652847989479	5.15982682260931	2.47178375898129e-07	2.4369956912623e-06
Zo_SA_chr01A_869-Zo_SB_chr01B_915	220.081643363594	0.82573803434633	0.203413271401902	4.0594108174724	4.91966929467759e-05	0.000338402058460768
Zo_SA_chr01A_883-Zo_SB_chr01B_923	13.8853166687553	2.10626229127378	0.590777455363879	3.56523809795089	0.000363526018026069	0.00207662287550514
Zo_SA_chr01A_888-Zo_SB_chr01B_928	25.1291721359693	2.0460592738726	0.449906472891584	4.54774358039887	5.42241448933459e-06	4.44821798786092e-05
Zo_SA_chr01A_901-Zo_SB_chr01B_938	548.195379845376	1.09138884232805	0.182028764715618	5.99569438397893	2.02617764006429e-09	2.59311772973613e-08
Zo_SA_chr01A_905-Zo_SB_chr01B_941	179.047823871834	0.740694457478461	0.18840747084434	3.93134334938563	8.44725298726318e-05	0.000559367847067029
Zo_SA_chr01A_923-Zo_SB_chr01B_956	123.229768336976	1.40920003180382	0.546755614876949	2.5773855694577	0.00995508369549284	0.0376962059706998
Zo_SA_chr01A_925-Zo_SB_chr01B_958	1325.19851082	0.771758304886546	0.142569299809387	5.41321522879311	6.190300861796e-08	6.64458907020199e-07
Zo_SA_chr01A_928-Zo_SB_chr01B_961	103.430436012125	0.869664492915874	0.195955200511586	4.43807814564459	9.07656680542509e-06	7.12738077759338e-05
Zo_SA_chr01A_935-Zo_SB_chr01B_967	191.553329301369	0.73731834617422	0.242820969057523	3.03646900445222	0.00239366717506589	0.0111203176614754
Zo_SA_chr01A_952-Zo_SB_chr01B_982	398.176753151804	1.00805844576102	0.356841959050287	2.8249437046134	0.0047288923655562	0.0201251982048131
Zo_SA_chr01A_959-Zo_SB_chr01B_990	135.138232934737	4.3104866236418	0.329228203749672	13.0927015806923	3.62481790095122e-39	1.92985305046643e-37
Zo_SA_chr01A_960-Zo_SB_chr01B_993	248.12141036588	0.605536708286435	0.230788021911776	2.62377875277217	0.0086960253302723	0.0338680606132917
Zo_SA_chr01A_975-Zo_SB_chr01B_1008	368.496374566814	3.67581065856767	0.316348916757707	11.6194823622013	3.28118225769235e-31	1.44372019338463e-29
Zo_SA_chr01A_1003-Zo_SB_chr01B_1036	8.90058459724058	3.19650502381667	0.945541689154123	3.38060718050015	0.000723258609862384	0.0038200682925668
Zo_SA_chr01A_1007-Zo_SB_chr01B_1041	388.863676239987	0.596958828894388	0.221975566762034	2.68929971709161	0.00716020992896117	0.0286532161808261
