baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Zo_SA_chr01A_3015-Zo_SB_chr01B_3013	1991.16963976491	-8.23355479225179	0.336555300526595	-24.4641958672737	3.55418798029309e-132	1.8105033571613e-128
Zo_SA_chr01A_562-Zo_SB_chr01B_615	1863.87117086995	-6.78227348456142	0.35933623635712	-18.8744490489431	1.85043511964823e-79	4.71305824974405e-76
Zo_SA_chr02A_2883-Zo_SB_chr02B_2852	425.140009794274	-6.92510293722201	0.414530287500575	-16.7059033948452	1.18716317475556e-62	1.5118523030512e-59
Zo_SA_chr01A_1148-Zo_SB_chr01B_1171	816.869672040772	-8.68820753730185	0.521585164007371	-16.6573133916421	2.67786062754327e-62	2.72820440734108e-59
Zo_SA_chr02A_655-Zo_SB_chr02B_629	993.474786702572	-7.18131725612856	0.432877772678888	-16.5897112519466	8.27170748120202e-62	7.02267965154051e-59
Zo_SA_chr02A_1927-Zo_SB_chr02B_1884	458.294705375015	-5.23550037458462	0.347603105886834	-15.0617192019254	2.89168338236387e-51	1.47302351497616e-48
Zo_SA_chr02A_1493-Zo_SB_chr02B_1480	2613.80777857433	-4.05252367096593	0.272956764609393	-14.8467603532932	7.3012735607957e-50	3.3811534107903e-47
Zo_SA_chr01A_2620-Zo_SB_chr01B_2621	369.426613380055	-5.77459417596068	0.3912799207079	-14.7582175070812	2.72385033638205e-49	1.15627446779418e-46
Zo_SA_chr02A_1503-Zo_SB_chr02B_1490	1012.86612984719	-4.72281483844019	0.326957635202361	-14.4447302339863	2.70614738876145e-47	8.61569674896926e-45
Zo_SA_chr01A_94-Zo_SB_chr01B_159	915.331768567128	-4.45324842600012	0.315608336985932	-14.1100468654559	3.2935903641232e-45	9.86914665579034e-43
Zo_SA_chr01A_3182-Zo_SB_chr01B_3186	383.443927171377	-6.30299403716241	0.45578051827079	-13.8290115186925	1.70345212039712e-43	4.82076950072386e-41
Zo_SA_chr01A_3970-Zo_SB_chr01B_3950	956.858466151431	-10.4984262049168	0.772408233325785	-13.5918103302879	4.47863975499957e-42	1.03700867781672e-39
Zo_SA_chr01A_2314-Zo_SB_chr01B_2336	326.584147550172	-5.92659899159411	0.445109129814375	-13.3149346859403	1.89538135869748e-40	4.19785767008911e-38
Zo_SA_chr01A_161-Zo_SB_chr01B_225	371.18026130395	-7.20783300607816	0.543378076490432	-13.2648579652534	3.70121452144206e-40	7.85582782176077e-38
Zo_SA_chr02A_3644-Zo_SB_chr02B_3670	566.972537465292	-8.93240948560128	0.695568715582436	-12.8418792931504	9.55270304869104e-38	1.61151326899689e-35
Zo_SA_chr02A_774-Zo_SB_chr02B_735	234.10670048706	-4.44738210405106	0.363244025057134	-12.2435106905104	1.81987085417357e-34	2.57511725865559e-32
Zo_SA_chr01A_2782-Zo_SB_chr01B_2777	204.606286931687	-6.00473145019654	0.491127292204709	-12.2264259093418	2.24605562594218e-34	3.09227225906742e-32
Zo_SA_chr01A_4080-Zo_SB_chr01B_4103	469.548322592834	-6.41822880558651	0.533449889493452	-12.0315496019337	2.42564829246212e-33	3.25164536889527e-31
Zo_SA_chr01A_2479-Zo_SB_chr01B_2489	257.004994946508	-7.59205324547435	0.634499884629969	-11.9654131220243	5.39285099374018e-33	7.04389306720832e-31
Zo_SA_chr02A_1559-Zo_SB_chr02B_1549	247.156537194678	-7.96037130100434	0.669123770775281	-11.8967097698249	1.2310570421654e-32	1.56775114319764e-30
Zo_SA_chr01A_2612-Zo_SB_chr01B_2606	1626.89057020586	-14.1237356492694	1.21076000196072	-11.6651818910413	1.91992343216688e-31	2.32859284844241e-29
Zo_SA_chr01A_80-Zo_SB_chr01B_145	717.811939745883	-5.49672317158005	0.475796237374203	-11.5526831441859	7.15511646161916e-31	8.40358440009716e-29
Zo_SA_chr01A_3808-Zo_SB_chr01B_3792	774.762252619874	-10.1921009722105	0.890093064799855	-11.4506014879492	2.33519492939849e-30	2.64344066007909e-28
Zo_SA_chr02A_2148-Zo_SB_chr02B_2106	1425.33477047237	-13.9328855721175	1.24195987261636	-11.2184667792575	3.3095854087106e-29	3.5870272493557e-27
Zo_SA_chr01A_2712-Zo_SB_chr01B_2703	1270.59239991518	-13.7671329888476	1.22807488144849	-11.2103367610692	3.62810358819966e-29	3.85032493297689e-27
Zo_SA_chr01A_160-Zo_SB_chr01B_224	462.482234261067	-3.42782207082543	0.306717847610222	-11.1758154849258	5.35561821868992e-29	5.56765698081765e-27
Zo_SA_chr02A_2433-Zo_SB_chr02B_2402	155.082092240049	-6.15885768011669	0.557249054649718	-11.0522532586226	2.1378069857453e-28	2.13529191870324e-26
Zo_SA_chr02A_467-Zo_SB_chr02B_449	157.749694135728	-5.69140829335159	0.539596181718815	-10.54753255522	5.21486109316862e-26	4.58008662217258e-24
Zo_SA_chr01A_1852-Zo_SB_chr01B_1879	677.650949053934	-12.8602853994048	1.22585570991995	-10.4908638882504	9.51543606776288e-26	8.07860522153069e-24
Zo_SA_chr01A_4166-Zo_SB_chr01B_4185	150.013375580063	-3.51893289700123	0.340028384384095	-10.348938672797	4.2315048310368e-25	3.36801337645335e-23
Zo_SA_chr02A_2344-Zo_SB_chr02B_2309	122.195054263371	-5.41596640914718	0.5317333255298	-10.1854936471227	2.30188601659868e-24	1.72438343655201e-22
Zo_SA_chr02A_2178-Zo_SB_chr02B_2150	258.385716015976	-3.56662213171462	0.35099479458916	-10.1614673114721	2.94608844348346e-24	2.17498181610214e-22
Zo_SA_chr01A_1837-Zo_SB_chr01B_1866	112.941570847486	-4.97312722077224	0.494272375740634	-10.0615115569029	8.17336575882632e-24	5.94136214248068e-22
Zo_SA_chr01A_2963-Zo_SB_chr01B_2960	124.716093618286	-6.73334795155042	0.670338444973899	-10.0446990651306	9.69431218638545e-24	6.85872587186771e-22
Zo_SA_chr02A_776-Zo_SB_chr02B_737	182.146623533565	-5.49189900763949	0.558561651258363	-9.83221636370307	8.17984065066271e-23	5.63082544249673e-21
Zo_SA_chr01A_3987-Zo_SB_chr01B_3962	449.744794625517	-4.30951061586995	0.440836488769749	-9.77575751022013	1.43082927266491e-22	9.71819241994008e-21
Zo_SA_chr01A_3462-Zo_SB_chr01B_3478	565.861334031993	-11.6379505224112	1.22062985560664	-9.53438134333298	1.50781890011782e-21	9.9751032171431e-20
Zo_SA_chr01A_2036-Zo_SB_chr01B_2063	150.656578953362	-3.61501844043799	0.382182900292517	-9.45887018406924	3.11288363636437e-21	2.00721889160001e-19
Zo_SA_chr01A_247-Zo_SB_chr01B_310	819.578418316567	-4.55583117295627	0.482109775111043	-9.44977971439582	3.39544517360189e-21	2.162049714291e-19
Zo_SA_chr02A_3585-Zo_SB_chr02B_3606	674.787800723677	-3.06061077763323	0.323942484165574	-9.4480067519297	3.45344078569842e-21	2.17183053856145e-19
