baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Zo_SA_chr01A_3667-Zo_SB_chr01B_3665	2979.80205349704	-0.983039608164964	0.210468855807776	-4.67071293941365	3.00156151521954e-06	4.07732116227423e-05
Zo_SA_chr01A_2396-Zo_SB_chr01B_2404	1991.80209525701	0.994070630599532	0.221675224828741	4.48435602746097	7.31344653395891e-06	9.2499491829226e-05
Zo_SA_chr01A_3009-Zo_SB_chr01B_3008	1544.2137347207	-0.974814407353362	0.219884377032023	-4.43330454173828	9.27996378711643e-06	0.000114183902250172
Zo_SA_chr02A_3163-Zo_SB_chr02B_3166	7177.42528846278	-0.827411814832491	0.194201368219107	-4.2605869485892	2.03890741732521e-05	0.000233397626603475
Zo_SA_chr02A_1378-Zo_SB_chr02B_1360	551.89485987728	0.920069081388869	0.217342530596362	4.23326754714924	2.30320229291196e-05	0.000261303173276026
Zo_SA_chr01A_860-Zo_SB_chr01B_904	822.828572207744	-0.941555395047118	0.241708221053322	-3.89542147529771	9.80281177922624e-05	0.000967742697739893
Zo_SA_chr01A_3353-Zo_SB_chr01B_3372	1092.33606731616	0.910701870336677	0.236228523387998	3.85517319109207	0.000115647728003155	0.00112211338371061
Zo_SA_chr01A_69-Zo_SB_chr01B_122	1397.47629894447	0.736559530704221	0.193442799029386	3.80763478609679	0.000140302271483746	0.00132107166532015
Zo_SA_chr02A_462-Zo_SB_chr02B_444	716.379714699343	-0.976612005010157	0.258530158301123	-3.77755543657947	0.000158375259276525	0.00147219629699748
Zo_SA_chr02A_2264-Zo_SB_chr02B_2235	850.434281054954	0.975287762800643	0.260391013044026	3.74547397546222	0.000180053512501794	0.00163784391550739
Zo_SA_chr01A_427-Zo_SB_chr01B_479	535.512710493296	-0.943700370307033	0.25757678111945	-3.66376334934241	0.000248536428848976	0.00220181664096815
Zo_SA_chr02A_2895-Zo_SB_chr02B_2866	1408.77324017748	-0.7189411724411	0.196496536583583	-3.65879819024335	0.00025340078114908	0.00224101315828718
Zo_SA_chr02A_2623-Zo_SB_chr02B_2569	229.081450725867	0.915825826176202	0.250654698198849	3.65373492999385	0.000258453089068146	0.00228173316414755
Zo_SA_chr02A_620-Zo_SB_chr02B_598	1272.12576073566	0.885333771859144	0.242886606046744	3.64504978791939	0.000267340040811908	0.00235203828652134
Zo_SA_chr01A_2922-Zo_SB_chr01B_2920	3785.30665200765	-0.898976481519885	0.250069509759255	-3.59490640176542	0.000324508221407183	0.00280177098279354
Zo_SA_chr02A_1803-Zo_SB_chr02B_1779	360.824303476126	-0.876603599442259	0.244880365916238	-3.57972186198914	0.000343960114510696	0.00294476104759242
Zo_SA_chr02A_1281-Zo_SB_chr02B_1274	2871.31441952317	0.7948434964274	0.22242999336859	3.57345466045247	0.000352302267695351	0.00300104975190655
Zo_SA_chr01A_1423-Zo_SB_chr01B_1454	849.383985383317	0.884213846910583	0.248533715535863	3.55772191714163	0.000374085029303497	0.0031601809938176
Zo_SA_chr01A_2428-Zo_SB_chr01B_2437	629.09882374736	0.966876768079658	0.271965709433677	3.55514219087773	0.000377774732325345	0.00317555195786354
Zo_SA_chr01A_2945-Zo_SB_chr01B_2944	548.262918634514	-0.916097371793266	0.259429940252753	-3.53119370455371	0.000413688674379745	0.00342655301998443
Zo_SA_chr01A_1375-Zo_SB_chr01B_1397	638.84970519898	-0.808371773100204	0.230372066923683	-3.5089834626869	0.000449822873085603	0.00368985139371669
Zo_SA_chr01A_4144-Zo_SB_chr01B_4169	338.640925267283	-0.935047371943906	0.266814616888506	-3.50448331072744	0.000457494242194026	0.0037407314120969
Zo_SA_chr02A_1592-Zo_SB_chr02B_1576	1410.334364896	-0.822040501186917	0.235105536194924	-3.49647445352104	0.000471449633113022	0.00384250308972437
Zo_SA_chr02A_1616-Zo_SB_chr02B_1598	598.383525502471	0.944093690253957	0.270412686157397	3.49130694890711	0.000480663689491336	0.00389888667877208
Zo_SA_chr01A_958-Zo_SB_chr01B_988	567.409541983971	-0.860317742013729	0.248079752288049	-3.46790793718143	0.000524526951567648	0.00420116398000881
Zo_SA_chr01A_4120-Zo_SB_chr01B_4142	454.228966566791	-0.976605048120372	0.284882269708276	-3.42810048909127	0.000607820426403294	0.00477078159029026
Zo_SA_chr01A_699-Zo_SB_chr01B_743	453.227105068639	-0.953157635919405	0.279324943840823	-3.41236132660811	0.00064402685340689	0.00500866075000717
Zo_SA_chr02A_3238-Zo_SB_chr02B_3234	756.324993481692	0.958289176616039	0.280901075148715	3.41148276527137	0.000646105856903695	0.00501716956565156
Zo_SA_chr02A_3576-Zo_SB_chr02B_3598	315.559671646093	-0.862874886480397	0.253100683490967	-3.40921594749938	0.000651498856931208	0.00505134730168581
Zo_SA_chr01A_925-Zo_SB_chr01B_958	864.820875952539	0.808156848470915	0.239295883613352	3.3772283763005	0.000732202298154479	0.0055835905790403
Zo_SA_chr01A_1380-Zo_SB_chr01B_1399	984.857588025666	0.779493398090631	0.231217786616037	3.37125188117585	0.000748274086464586	0.0056891167111203
Zo_SA_chr02A_1807-Zo_SB_chr02B_1783	518.241487911639	-0.92458007117125	0.274690628337805	-3.36589594179468	0.000762954839303698	0.00577002156431208
Zo_SA_chr02A_555-Zo_SB_chr02B_539	1988.96370277037	0.687393524140946	0.205290155902017	3.34839983495863	0.000812796556849149	0.00608793280057163
Zo_SA_chr01A_3630-Zo_SB_chr01B_3623	307.678620246602	0.923706894757388	0.277753076822643	3.32564054851933	0.000882156120683234	0.00656974163561461
Zo_SA_chr01A_2819-Zo_SB_chr01B_2810	381.856268457419	-0.84070635019221	0.253240702205645	-3.31979157722249	0.000900846763605396	0.00667964106813084
