baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Zo_SA_chr02A_1741-Zo_SB_chr02B_1709	9673.92997384156	0.960643725216098	0.0453624249138165	21.177080525153	1.55367961931433e-99	1.30176156675408e-97
Zo_SA_chr01A_383-Zo_SB_chr01B_440	17118.8917097795	-0.760923232362922	0.0416714196360402	-18.2600746268991	1.72055843684301e-74	8.32253627388392e-73
Zo_SA_chr02A_1507-Zo_SB_chr02B_1493	4862.90390908041	0.970630115595494	0.0545364834604003	17.7978126569213	7.34834113923088e-71	3.34741908983216e-69
Zo_SA_chr02A_1767-Zo_SB_chr02B_1738	14912.8431623064	-0.663015317282347	0.0384518001528117	-17.2427640486909	1.26825323678581e-66	5.31307516696342e-65
Zo_SA_chr01A_884-Zo_SB_chr01B_924	5242.02733651488	-0.981809132755705	0.057233893260168	-17.1543307091254	5.83382721771884e-66	2.42232896509175e-64
Zo_SA_chr01A_2161-Zo_SB_chr01B_2179	9305.94349380247	0.909878329934543	0.0538036407386967	16.911092213136	3.72735286449603e-64	1.49476407181328e-62
Zo_SA_chr02A_3170-Zo_SB_chr02B_3174	4511.69643199932	0.854836129842517	0.0548782980977672	15.5769431537327	1.04430663250581e-54	3.68412535317087e-53
Zo_SA_chr02A_432-Zo_SB_chr02B_421	4887.54840592401	-0.869225313923881	0.0564144127729127	-15.4078589353187	1.44934769758022e-53	5.00024955665177e-52
Zo_SA_chr01A_819-Zo_SB_chr01B_867	2905.45843057519	0.936781888395431	0.0629999261640902	14.8695712111706	5.19449623145475e-50	1.68086733227488e-48
Zo_SA_chr01A_2840-Zo_SB_chr01B_2838	9289.45617948495	0.672976726840826	0.0456530235691564	14.741120614309	3.50913185744075e-49	1.10502326678604e-47
Zo_SA_chr01A_2008-Zo_SB_chr01B_2039	3390.24526685579	-0.827491151485756	0.0588355375813042	-14.064478468345	6.27839995401019e-45	1.81841065334665e-43
Zo_SA_chr02A_277-Zo_SB_chr02B_276	13617.5816552511	-0.670500981758913	0.0477700337864221	-14.0360164859145	9.38411876521876e-45	2.66850213614584e-43
Zo_SA_chr01A_229-Zo_SB_chr01B_289	6254.37684412331	-0.709933203457144	0.0513246808695438	-13.8321990790676	1.62961344965902e-43	4.47143058818719e-42
Zo_SA_chr01A_311-Zo_SB_chr01B_369	4273.61873524073	-0.84774101721685	0.062148153588331	-13.6406468779794	2.2951560043377e-42	6.11867725701845e-41
Zo_SA_chr01A_2268-Zo_SB_chr01B_2286	6599.10513699937	0.724614948419999	0.0540012747039648	13.4184785894841	4.71289380153858e-41	1.20178791939234e-39
Zo_SA_chr01A_1992-Zo_SB_chr01B_2024	6755.28937636049	0.79165518047057	0.0612154393831116	12.932279641351	2.95912877989096e-38	7.08379195675937e-37
Zo_SA_chr01A_2906-Zo_SB_chr01B_2906	11766.6863408802	-0.529545350902201	0.0409994973524025	-12.9158986109173	3.66144372703536e-38	8.72055531332483e-37
Zo_SA_chr01A_4119-Zo_SB_chr01B_4141	3872.23744015173	-0.850998720555689	0.0660462743314046	-12.8848860767767	5.47562995683208e-38	1.29755837158869e-36
Zo_SA_chr02A_354-Zo_SB_chr02B_354	2010.47174445683	-0.965291624024795	0.0754282257939681	-12.7974854752846	1.69346332785247e-37	3.93352967043753e-36
Zo_SA_chr01A_971-Zo_SB_chr01B_1003	2597.87688861782	0.782452175277743	0.0632752984991514	12.3658393375772	4.00010998629499e-35	8.49254120167244e-34
